"","Data.Zone","Local.Authority.Code","Local.Authority.Name","Nearest.settlement.","Total.Population..SAPE.2004.","Working.Age.Population..men.16.64..women.16.59.SAPE.2004.","SIMD.2006.Score","SIMD.2006.Rank","Current.Income.domain.2006.rate","Number.of.Current.Income.Deprived.People.2006","Current.Income.domain.2006.rank","Employment.domain.2006.rate","Number.of.Employment.Deprived.People.2006","Employment.domain.2006.rank","Health.domain.2006.score","Health.domain.2006.rank","Education..Skills.and.Training.domain.2006.score","Education..Skills.and.Training.domain.2006.rank","Housing.domain.score.2004.and.2006","Housing.domain.rank.2004.and.2006","Geographic.Access.domain.2006.score","Geographic.Access.domain.2006.rank","SIMD.Crime.2006.Score","SIMD.Crime.2006.rank","zone","X.x","accessA","accessB","type.x","X.y","type.y","area","zone_type","ttwa11cd","ttwa11nm","main_dist","main_bua","nearest_dist","nearest_bua","type","year2004","year2006","year2007","year2009","year2010","year2012","year2015","year2016","year","country","la","ttwa","pop","inc.n","noninc.n","dist_main","dist_nearest","crime","live.in","geo","pm25","work"
"22","S01000022",100,"Aberdeen City","Aberdeen",741,426,4.32,6099,0.8,6,6472,1.9,8,6434.5,-2.01,6482,-1.83,6403,0.96,6475,37.79,1110,310,3771,"S01000022",22,158283,917.467735890442,"",69153,"dz01",721393.750953561,"dz01","S22000047","Aberdeen",7813.01024825397,"Aberdeen",7813.01024825397,"Aberdeen","dz01",7.320482,5.83917,4.419998,6.213081,7.350729,7.58124,5.708066,5.287117,2006,"Scotland","Aberdeen City","Aberdeen",741,6,735,7813.01024825397,7813.01024825397,3771,6475,1110,5553.5,917.467735890442
"23","S01000023",100,"Aberdeen City","Milltimber",786,492,5.49,5817,0.9,7,6459.5,2.2,11,6383,-1.3,6114,-1.96,6443,2.24,6367,53.27,540,140,5418,"S01000023",23,158365,491.114141449711,"",69154,"dz01",5504511.94377785,"dz01","S22000047","Aberdeen",9725.85777912806,"Aberdeen",9725.85777912806,"Aberdeen","dz01",7.03337833333333,5.65718583333333,4.19107466666667,5.88758316666667,6.96250833333333,7.431881,5.61096916666667,5.13367266666667,2006,"Scotland","Aberdeen City","Aberdeen",786,7,779,9725.85777912806,9725.85777912806,5418,6367,540,5724,491.114141449711
"24","S01000024",100,"Aberdeen City","Peterculter",525,320,6.65,5500,2.5,13,6000,2.8,9,6221,-0.81,5305,-1.42,6158,9.43,5031,52.41,556,NA,6036,"S01000024",24,158281,245.887255015446,"",69155,"dz01",14214502.4869,"dz01","S22000047","Aberdeen",12623.4579556246,"Aberdeen",12623.4579556246,"Aberdeen","dz01",6.80013728571429,5.50499957142857,4.06745135714286,5.72475985714286,6.78511421428571,7.49622642857143,5.79954035714286,5.210931,2006,"Scotland","Aberdeen City","Aberdeen",525,13,512,12623.4579556246,12623.4579556246,6036,5031,556,5831,245.887255015446
"25","S01000025",100,"Aberdeen City","Aberdeen",916,591,3.97,6184,1.6,15,6312,2.5,15,6317,-1.61,6369,-2,6459,0.94,6476,31.86,1542,306,3815,"S01000025",25,158232,1332.20444940449,"",69156,"dz01",304180.929245498,"dz01","S22000047","Aberdeen",7135.52251209332,"Aberdeen",7135.52251209332,"Aberdeen","dz01",7.436262,5.89439,4.48462,6.210846,7.40885,7.42039,5.666898,5.308051,2006,"Scotland","Aberdeen City","Aberdeen",916,15,901,7135.52251209332,7135.52251209332,3815,6476,1542,5482.5,1332.20444940449
"26","S01000026",100,"Aberdeen City","Aberdeen",883,496,32.81,1374,20.5,181,1523,20,99,1355,0.93,938,0.81,1266,21.18,2081,8.65,4554,713,1590,"S01000026",26,157540,5784.64838233466,"",69157,"dz01",226630.919682682,"dz01","S22000047","Aberdeen",3806.34749323345,"Aberdeen",3806.34749323345,"Aberdeen","dz01",9.118279,7.117149,4.882275,6.800036,8.128488,7.945144,6.111793,5.652972,2006,"Scotland","Aberdeen City","Aberdeen",883,181,702,3806.34749323345,3806.34749323345,1590,2081,4554,3127,5784.64838233466
"27","S01000027",100,"Aberdeen City","Aberdeen",785,488,4.44,6072,2,16,6170,3.9,19,5889,-1.19,5968,-1.68,6343,4.29,6029,28.39,1818,268,4162,"S01000027",27,158211,1427.1538498068,"",69158,"dz01",357190.629608363,"dz01","S22000047","Aberdeen",6938.38000842068,"Aberdeen",6938.38000842068,"Aberdeen","dz01",7.436262,5.89439,4.48462,6.210846,7.40885,7.42039,5.666898,5.308051,2006,"Scotland","Aberdeen City","Aberdeen",785,16,769,6938.38000842068,6938.38000842068,4162,6029,1818,5482.5,1427.1538498068
"28","S01000028",100,"Aberdeen City","Aberdeen",931,515,24.14,2175,14.8,138,2454,14.2,73,2401,0.36,2239,0.87,1133,21.05,2105,12.96,3748,591,2053,"S01000028",28,157556,6596.13822848775,"",69159,"dz01",129233.51522661,"dz01","S22000047","Aberdeen",3707.46671085083,"Aberdeen",3707.46671085083,"Aberdeen","dz01",9.118279,7.117149,4.882275,6.800036,8.128488,7.945144,6.111793,5.652972,2006,"Scotland","Aberdeen City","Aberdeen",931,138,793,3707.46671085083,3707.46671085083,2053,2105,3748,3127,6596.13822848775
"29","S01000029",100,"Aberdeen City","Aberdeen",797,502,4.71,6025,NA,NA,6505,1,5,6496,-1.97,6473,-2.42,6500,3.77,6138,49.54,647,88,5931,"S01000029",29,158449,926.693313111053,"",69160,"dz01",198933.218823731,"dz01","S22000047","Aberdeen",7729.51696537134,"Aberdeen",7729.51696537134,"Aberdeen","dz01",7.320482,5.83917,4.419998,6.213081,7.350729,7.58124,5.708066,5.287117,2006,"Scotland","Aberdeen City","Aberdeen",797,NA,NA,7729.51696537134,7729.51696537134,5931,6138,647,5553.5,926.693313111053
"30","S01000030",100,"Aberdeen City","Aberdeen",482,242,22.16,2449,17.6,85,1954,10.7,26,3295,0.14,2858,0.85,1192,28,1267.5,11.13,4072,353,3407,"S01000030",30,157461,8387.87211582202,"",69161,"dz01",71968.1892147288,"dz01","S22000047","Aberdeen",3474.07591532518,"Aberdeen",3474.07591532518,"Aberdeen","dz01",9.71714,7.558447,5.248371,7.273109,8.72817,8.240809,6.384211,5.79036,2006,"Scotland","Aberdeen City","Aberdeen",482,85,397,3474.07591532518,3474.07591532518,3407,1267.5,4072,2325,8387.87211582202
"31","S01000031",100,"Aberdeen City","Aberdeen",892,500,4.29,6109,2.6,23,5959,3.4,17,6052,-1.19,5965,-1.65,6334,4.04,6086,28.28,1832,191,4891,"S01000031",31,157851,2039.86458094388,"",69162,"dz01",318799.461943731,"dz01","S22000047","Aberdeen",5984.00309418316,"Aberdeen",5984.00309418316,"Aberdeen","dz01",7.609373,6.027416,4.53035,6.431835,7.654072,7.82267,6.256497,5.623961,2006,"Scotland","Aberdeen City","Aberdeen",892,23,869,5984.00309418316,5984.00309418316,4891,6086,1832,5194,2039.86458094388
"32","S01000032",100,"Aberdeen City","Aberdeen",1035,569,19.77,2798,10.3,107,3486,14.4,82,2351,0.26,2522,0.38,2284,18.73,2552,12.7,3798,725,1545,"S01000032",32,157391,10911.9068414704,"",69163,"dz01",186751.249737613,"dz01","S22000047","Aberdeen",3242.09672077277,"Aberdeen",3242.09672077277,"Aberdeen","dz01",10.20111,7.825598,6.290645,9.318458,10.69491,9.564897,7.2215,5.990866,2006,"Scotland","Aberdeen City","Aberdeen",1035,107,928,3242.09672077277,3242.09672077277,1545,2552,3798,1846,10911.9068414704
"33","S01000033",100,"Aberdeen City","Aberdeen",734,379,32.34,1411,24,176,1130,14.5,55,2330,0.89,1022,0.9,1076,24.5,1643,9.02,4481,981,838,"S01000033",33,157705,9305.98204442236,"",69164,"dz01",167137.295951222,"dz01","S22000047","Aberdeen",3124.16944193361,"Aberdeen",3124.16944193361,"Aberdeen","dz01",9.71714,7.558447,5.248371,7.273109,8.72817,8.240809,6.384211,5.79036,2006,"Scotland","Aberdeen City","Aberdeen",734,176,558,3124.16944193361,3124.16944193361,838,1643,4481,2325,9305.98204442236
"34","S01000034",100,"Aberdeen City","Aberdeen",974,601,4.62,6045,2.3,22,6101,2.8,17,6215,-1.21,5996,-1.9,6425,2.38,6343,35.29,1272,195,4847,"S01000034",34,157880,2355.934794844,"",69165,"dz01",1934994.03594099,"dz01","S22000047","Aberdeen",5630.99974760465,"Aberdeen",5630.99974760465,"Aberdeen","dz01",7.8030365,6.171724,4.5888115,6.503393,7.7832855,7.8934105,6.242548,5.6046135,2006,"Scotland","Aberdeen City","Aberdeen",974,22,952,5630.99974760465,5630.99974760465,4847,6343,1272,4949,2355.934794844
"35","S01000035",100,"Aberdeen City","Aberdeen",964,585,20.17,2729,13.1,126,2831,10.3,60,3440,-0.03,3313,0.88,1125,16.95,2972,14.92,3422,737,1510,"S01000035",35,157822,5050.39309956102,"",69166,"dz01",399222.507220444,"dz01","S22000047","Aberdeen",3949.86063343409,"Aberdeen",3949.86063343409,"Aberdeen","dz01",8.478318,6.666103,4.891595,6.761477,8.083685,7.91501,6.663442,5.935733,2006,"Scotland","Aberdeen City","Aberdeen",964,126,838,3949.86063343409,3949.86063343409,1510,2972,3422,3959.5,5050.39309956102
"36","S01000036",100,"Aberdeen City","Aberdeen",682,424,26.78,1871,18.8,128,1778,15.1,64,2218.5,0.43,2021,0.71,1478,18.23,2670,27.79,1869,323,3684,"S01000036",36,157745,3814.06598673088,"",69167,"dz01",153282.81750432,"dz01","S22000047","Aberdeen",4433.76374077789,"Aberdeen",4433.76374077789,"Aberdeen","dz01",8.478318,6.666103,4.891595,6.761477,8.083685,7.91501,6.663442,5.935733,2006,"Scotland","Aberdeen City","Aberdeen",682,128,554,4433.76374077789,4433.76374077789,3684,2670,1869,3959.5,3814.06598673088
"37","S01000037",100,"Aberdeen City","Aberdeen",735,474,23.78,2214,14.6,107,2507,12.7,60,2781,0.54,1740,0.64,1658,21.33,2047,13.48,3650,993,816,"S01000037",37,156898,12641.7183721641,"",69168,"dz01",5408845.97424999,"dz01","S22000047","Aberdeen",3132.24236459879,"Aberdeen",3132.24236459879,"Aberdeen","dz01",9.4279918,7.3356758,5.9504146,8.3524286,9.5717114,8.827025,6.7485718,5.8771436,2006,"Scotland","Aberdeen City","Aberdeen",735,107,628,3132.24236459879,3132.24236459879,816,2047,3650,2704,12641.7183721641
"38","S01000038",100,"Aberdeen City","Aberdeen",829,495,17.59,3138,11.6,96,3195,10.5,52,3359,0.22,2613,0.33,2407,19.67,2361,8.28,4641,784,1344,"S01000038",38,157705,9647.53527874549,"",69169,"dz01",172044.261542153,"dz01","S22000047","Aberdeen",2986.5334079954,"Aberdeen",2986.5334079954,"Aberdeen","dz01",9.71714,7.558447,5.248371,7.273109,8.72817,8.240809,6.384211,5.79036,2006,"Scotland","Aberdeen City","Aberdeen",829,96,733,2986.5334079954,2986.5334079954,1344,2361,4641,2325,9647.53527874549
"39","S01000039",100,"Aberdeen City","Aberdeen",896,547,22.98,2313,15.2,136,2372,11.2,61,3177,0.59,1642,0.21,2696,23.78,1708,36.77,1169,446,2755,"S01000039",39,157865,4176.29135304736,"",69170,"dz01",111434.409519376,"dz01","S22000047","Aberdeen",4305.52682585139,"Aberdeen",4305.52682585139,"Aberdeen","dz01",8.478318,6.666103,4.891595,6.761477,8.083685,7.91501,6.663442,5.935733,2006,"Scotland","Aberdeen City","Aberdeen",896,136,760,4305.52682585139,4305.52682585139,2755,1708,1169,3959.5,4176.29135304736
"40","S01000040",100,"Aberdeen City","Aberdeen",929,535,20.22,2719,12.5,116,2948,11.6,62,3042,0.3,2388,0.79,1290,21.34,2045,6.42,5024,527,2299,"S01000040",40,157693,11167.153938792,"",69171,"dz01",206468.355184734,"dz01","S22000047","Aberdeen",2911.92250724785,"Aberdeen",2911.92250724785,"Aberdeen","dz01",9.71714,7.558447,5.248371,7.273109,8.72817,8.240809,6.384211,5.79036,2006,"Scotland","Aberdeen City","Aberdeen",929,116,813,2911.92250724785,2911.92250724785,2299,2045,5024,2325,11167.153938792
"41","S01000041",100,"Aberdeen City","Aberdeen",790,451,15.82,3464,9,71,3830,12.4,56,2836,0.09,2977,0.27,2563,6.53,5624,9.34,4414,443,2773,"S01000041",41,157732,9239.41930140692,"",69172,"dz01",433622.680465043,"dz01","S22000047","Aberdeen",2968.81253136123,"Aberdeen",2968.81253136123,"Aberdeen","dz01",9.71714,7.558447,5.248371,7.273109,8.72817,8.240809,6.384211,5.79036,2006,"Scotland","Aberdeen City","Aberdeen",790,71,719,2968.81253136123,2968.81253136123,2773,5624,4414,2325,9239.41930140692
"42","S01000042",100,"Aberdeen City","Aberdeen",763,478,22.09,2457,15.1,115,2402,14.2,68,2392,0.39,2129,0.55,1853,16.2,3161,5.86,5162,564,2128,"S01000042",42,157822,6129.73078940207,"",69173,"dz01",129552.746507198,"dz01","S22000047","Aberdeen",3614.47344369003,"Aberdeen",3614.47344369003,"Aberdeen","dz01",8.882827,7.09699,5.165623,7.205681,8.644066,8.474965,6.915154,5.960507,2006,"Scotland","Aberdeen City","Aberdeen",763,115,648,3614.47344369003,3614.47344369003,2128,3161,5162,3169.5,6129.73078940207
"43","S01000043",100,"Aberdeen City","Aberdeen",753,478,16.21,3391,14.6,110,2498,8.6,41,3980,-0.03,3335,-0.36,4162,18.28,2651,8.35,4622,1076,707,"S01000043",43,157920,8160.12924535332,"",69174,"dz01",448049.897997421,"dz01","S22000047","Aberdeen",3123.11143744619,"Aberdeen",3123.11143744619,"Aberdeen","dz01",8.882827,7.09699,5.165623,7.205681,8.644066,8.474965,6.915154,5.960507,2006,"Scotland","Aberdeen City","Aberdeen",753,110,643,3123.11143744619,3123.11143744619,707,2651,4622,3169.5,8160.12924535332
"44","S01000044",100,"Aberdeen City","Aberdeen",864,463,36.78,1099,22.7,196,1256,24.2,112,834,0.73,1328,1.01,885,25.05,1582,10.66,4152,521,2330,"S01000044",44,157896,5886.32879245656,"",69175,"dz01",176539.08575079,"dz01","S22000047","Aberdeen",3689.92447398849,"Aberdeen",3689.92447398849,"Aberdeen","dz01",8.478318,6.666103,4.891595,6.761477,8.083685,7.91501,6.663442,5.935733,2006,"Scotland","Aberdeen City","Aberdeen",864,196,668,3689.92447398849,3689.92447398849,2330,1582,4152,3959.5,5886.32879245656
"45","S01000045",100,"Aberdeen City","Aberdeen",561,310,4.1,6161,1.2,7,6411,2.3,7,6378,-1.04,5743,-1.26,5990,4.82,5936,33.7,1383,NA,6097,"S01000045",45,157896,4927.68599891589,"",69176,"dz01",160621.815100014,"dz01","S22000047","Aberdeen",4041.40057467381,"Aberdeen",4041.40057467381,"Aberdeen","dz01",8.478318,6.666103,4.891595,6.761477,8.083685,7.91501,6.663442,5.935733,2006,"Scotland","Aberdeen City","Aberdeen",561,7,554,4041.40057467381,4041.40057467381,6097,5936,1383,3959.5,4927.68599891589
"46","S01000046",100,"Aberdeen City","Aberdeen",735,395,3.91,6202,1.2,9,6414,1.8,7,6445,-0.89,5461,-1.87,6417,1.7,6414,32.1,1517,150,5319,"S01000046",46,157994,4960.1038051785,"",69177,"dz01",302415.023823828,"dz01","S22000047","Aberdeen",4081.53373813361,"Aberdeen",4081.53373813361,"Aberdeen","dz01",8.478318,6.666103,4.891595,6.761477,8.083685,7.91501,6.663442,5.935733,2006,"Scotland","Aberdeen City","Aberdeen",735,9,726,4081.53373813361,4081.53373813361,5319,6414,1517,3959.5,4960.1038051785
"47","S01000047",100,"Aberdeen City","Aberdeen",728,454,19.14,2896,12.8,93,2891,15.4,70,2153,0.19,2698,0.13,2885,29.56,1152,7.12,4873,206,4732,"S01000047",47,157891,9533.37959067853,"",69178,"dz01",134927.572941605,"dz01","S22000047","Aberdeen",2824.21079667542,"Aberdeen",2824.21079667542,"Aberdeen","dz01",9.76364,7.506438,5.492631,7.59818,9.034193,8.636631,6.983912,6.180029,2006,"Scotland","Aberdeen City","Aberdeen",728,93,635,2824.21079667542,2824.21079667542,4732,1152,4873,2426.5,9533.37959067853
"48","S01000048",100,"Aberdeen City","Aberdeen",894,577,3.12,6360,1.3,12,6393,2.6,15,6304,-0.86,5404,-1.95,6438,6.59,5608,19.87,2727,201,4773,"S01000048",48,157923,6674.0061183366,"",69179,"dz01",298930.709180316,"dz01","S22000047","Aberdeen",3520.31084956466,"Aberdeen",3520.31084956466,"Aberdeen","dz01",9.096795,7.009914,5.181107,7.066013,8.443449,8.068848,6.400109,5.918695,2006,"Scotland","Aberdeen City","Aberdeen",894,12,882,3520.31084956466,3520.31084956466,4773,5608,2727,3344.5,6674.0061183366
"49","S01000049",100,"Aberdeen City","Aberdeen",740,420,4.2,6125,4.7,35,5116,2.1,9,6398,-0.8,5279,-1.98,6453,3.93,6105,17.67,3024,176,5035,"S01000049",49,157920,7842.82534914215,"",69180,"dz01",147139.953370959,"dz01","S22000047","Aberdeen",3230.71710167519,"Aberdeen",3230.71710167519,"Aberdeen","dz01",9.76364,7.506438,5.492631,7.59818,9.034193,8.636631,6.983912,6.180029,2006,"Scotland","Aberdeen City","Aberdeen",740,35,705,3230.71710167519,3230.71710167519,5035,6105,3024,2426.5,7842.82534914215
"50","S01000050",100,"Aberdeen City","Aberdeen",646,398,4.16,6139,2.9,19,5806.5,4.8,19,5507,-0.59,4773,-1.33,6074,5.95,5723,9.12,4458,201,4776,"S01000050",50,157920,9960.31596759796,"",69181,"dz01",169617.358100154,"dz01","S22000047","Aberdeen",2749.14362159571,"Aberdeen",2749.14362159571,"Aberdeen","dz01",9.76364,7.506438,5.492631,7.59818,9.034193,8.636631,6.983912,6.180029,2006,"Scotland","Aberdeen City","Aberdeen",646,19,627,2749.14362159571,2749.14362159571,4776,5723,4458,2426.5,9960.31596759796
"51","S01000051",100,"Aberdeen City","Aberdeen",782,399,5.26,5896,1.8,14,6262.5,4.3,17,5744,-1.14,5894,-1.55,6268,3.3,6210,39.73,1012,64,6155,"S01000051",51,158023,4568.36367840892,"",69182,"dz01",203009.315400195,"dz01","S22000047","Aberdeen",4315.03775117728,"Aberdeen",4315.03775117728,"Aberdeen","dz01",8.435605,6.664076,4.797493,6.672041,8.05511,7.778764,6.152348,5.644068,2006,"Scotland","Aberdeen City","Aberdeen",782,14,768,4315.03775117728,4315.03775117728,6155,6210,1012,3964.5,4568.36367840892
"52","S01000052",100,"Aberdeen City","Aberdeen",618,369,40.07,910,22,136,1328.5,24.1,89,845,1.1,672,1.03,845,26.14,1457,17.11,3096,906,999,"S01000052",52,157468,12978.6330403981,"",69183,"dz01",187455.170292199,"dz01","S22000047","Aberdeen",2053.89966228313,"Aberdeen",2053.89966228313,"Aberdeen","dz01",10.28461,7.826934,5.713288,8.477799,9.956959,9.78547,7.447672,6.157915,2006,"Scotland","Aberdeen City","Aberdeen",618,136,482,2053.89966228313,2053.89966228313,999,1457,3096,1843,12978.6330403981
"53","S01000053",100,"Aberdeen City","Aberdeen",1012,644,7.36,5299,7.7,78,4184,3.7,24,5950,-0.03,3314,-0.98,5620,12.33,4248,11.62,3992,138,5424,"S01000053",53,157876,11502.6202398969,"",69184,"dz01",334928.645394741,"dz01","S22000047","Aberdeen",2424.32879143036,"Aberdeen",2424.32879143036,"Aberdeen","dz01",10.56246,7.912787,5.528002,7.738691,9.266288,8.801857,6.896406,6.008617,2006,"Scotland","Aberdeen City","Aberdeen",1012,78,934,2424.32879143036,2424.32879143036,5424,4248,3992,1659,11502.6202398969
"54","S01000054",100,"Aberdeen City","Aberdeen",800,394,4.9,5987,3.9,31,5449,2.8,11,6231,-0.68,4995,-1.25,5973,3.86,6122,23.39,2296,NA,5193,"S01000054",54,157979,6012.35069601573,"",69185,"dz01",226392.767822035,"dz01","S22000047","Aberdeen",3791.71450384854,"Aberdeen",3791.71450384854,"Aberdeen","dz01",9.096795,7.009914,5.181107,7.066013,8.443449,8.068848,6.400109,5.918695,2006,"Scotland","Aberdeen City","Aberdeen",800,31,769,3791.71450384854,3791.71450384854,5193,6122,2296,3344.5,6012.35069601573
"55","S01000055",100,"Aberdeen City","Aberdeen",703,420,46.54,610,29.3,206,664,26.2,110,631.5,1.51,279,0.83,1228,23.07,1794,10.1,4264,982,836,"S01000055",55,157488,13142.7908430418,"",69186,"dz01",115912.370947981,"dz01","S22000047","Aberdeen",1947.76250495668,"Aberdeen",1947.76250495668,"Aberdeen","dz01",10.28461,7.826934,5.713288,8.477799,9.956959,9.78547,7.447672,6.157915,2006,"Scotland","Aberdeen City","Aberdeen",703,206,497,1947.76250495668,1947.76250495668,836,1794,4264,1843,13142.7908430418
"56","S01000056",100,"Aberdeen City","Aberdeen",1053,640,6.13,5637,3.8,40,5470,3.6,23,5993,-1.25,6050,-1.95,6442,4.67,5969,42.16,905,171,5092,"S01000056",56,158160,1750.53873453771,"",69187,"dz01",10502762.528967,"dz01","S22000047","Aberdeen",6615.49291312897,"Aberdeen",6615.49291312897,"Aberdeen","dz01",7.09113291666667,5.73246383333333,4.24584758333333,5.81264,6.91738258333333,7.05624658333333,5.229584,4.9470975,2006,"Scotland","Aberdeen City","Aberdeen",1053,40,1013,6615.49291312897,6615.49291312897,5092,5969,905,5673,1750.53873453771
"57","S01000057",100,"Aberdeen City","Aberdeen",672,420,41.57,825,27.7,186,786,21.7,91,1136.5,1.32,437,0.82,1234,30.43,1079,9.51,4376,1220,537,"S01000057",57,157350,10787.7157828639,"",69188,"dz01",76299.0284751058,"dz01","S22000047","Aberdeen",2024.60270888546,"Aberdeen",2024.60270888546,"Aberdeen","dz01",9.412704,7.387454,5.516668,7.890036,9.173935,8.776682,6.734425,5.826301,2006,"Scotland","Aberdeen City","Aberdeen",672,186,486,2024.60270888546,2024.60270888546,537,1079,4376,2645,10787.7157828639
"58","S01000058",100,"Aberdeen City","Aberdeen",662,413,2.49,6437,1.4,9,6385,3.1,13,6130,-0.97,5615,-1.79,6393,2.99,6266,10.55,4179,287,3995,"S01000058",58,157953,8715.67778581694,"",69189,"dz01",173371.057252616,"dz01","S22000047","Aberdeen",3061.69456100995,"Aberdeen",3061.69456100995,"Aberdeen","dz01",9.76364,7.506438,5.492631,7.59818,9.034193,8.636631,6.983912,6.180029,2006,"Scotland","Aberdeen City","Aberdeen",662,9,653,3061.69456100995,3061.69456100995,3995,6266,4179,2426.5,8715.67778581694
"59","S01000059",100,"Aberdeen City","Aberdeen",735,506,4.37,6088,4.1,30,5361,4.9,25,5431,-0.91,5490,-1.62,6317,4.71,5960,9.11,4460,286,3997,"S01000059",59,157654,15846.235992749,"",69190,"dz01",351377.934022812,"dz01","S22000047","Aberdeen",1587.48722088883,"Aberdeen",1587.48722088883,"Aberdeen","dz01",10.56246,7.912787,5.528002,7.738691,9.266288,8.801857,6.896406,6.008617,2006,"Scotland","Aberdeen City","Aberdeen",735,30,705,1587.48722088883,1587.48722088883,3997,5960,4460,1659,15846.235992749
"60","S01000060",100,"Aberdeen City","Aberdeen",518,320,66.98,136,39,202,234,39.7,127,73,2.03,75,1.2,590,24.09,1676,17.13,3094,849,1111,"S01000060",60,157325,9126.29164144437,"",69191,"dz01",225222.971974887,"dz01","S22000047","Aberdeen",1897.64593330222,"Aberdeen",1897.64593330222,"Aberdeen","dz01",9.412704,7.387454,5.516668,7.890036,9.173935,8.776682,6.734425,5.826301,2006,"Scotland","Aberdeen City","Aberdeen",518,202,316,1897.64593330222,1897.64593330222,1111,1676,3094,2645,9126.29164144437
"61","S01000061",100,"Aberdeen City","Aberdeen",994,543,4.31,6105,2,20,6183,2.8,15,6241,-1.14,5908,-1.57,6284,2.93,6273,32.01,1523,211,4692,"S01000061",61,158238,5561.55198610283,"",69192,"dz01",467455.69935023,"dz01","S22000047","Aberdeen",4089.61993254915,"Aberdeen",4089.61993254915,"Aberdeen","dz01",8.435605,6.664076,4.797493,6.672041,8.05511,7.778764,6.152348,5.644068,2006,"Scotland","Aberdeen City","Aberdeen",994,20,974,4089.61993254915,4089.61993254915,4692,6273,1523,3964.5,5561.55198610283
"62","S01000062",100,"Aberdeen City","Aberdeen",902,688,2.48,6440,2.5,23,5965.5,2.5,17,6329,-1.25,6057,-1.29,6032,23.03,1799,5.09,5312,177,5023,"S01000062",62,157905,12699.2330485621,"",69193,"dz01",143208.506483033,"dz01","S22000047","Aberdeen",2284.52839897697,"Aberdeen",2284.52839897697,"Aberdeen","dz01",9.76364,7.506438,5.492631,7.59818,9.034193,8.636631,6.983912,6.180029,2006,"Scotland","Aberdeen City","Aberdeen",902,23,879,2284.52839897697,2284.52839897697,5023,1799,5312,2426.5,12699.2330485621
"63","S01000063",100,"Aberdeen City","Aberdeen",948,572,2.76,6407,3.4,32,5623,2.8,16,6229.5,-0.8,5286,-1.4,6150,9.11,5102,4.19,5512,169,5127,"S01000063",63,157988,11290.6968908724,"",69194,"dz01",190925.948517814,"dz01","S22000047","Aberdeen",2567.85056398258,"Aberdeen",2567.85056398258,"Aberdeen","dz01",9.76364,7.506438,5.492631,7.59818,9.034193,8.636631,6.983912,6.180029,2006,"Scotland","Aberdeen City","Aberdeen",948,32,916,2567.85056398258,2567.85056398258,5127,5102,5512,2426.5,11290.6968908724
"64","S01000064",100,"Aberdeen City","Aberdeen",641,409,18.01,3075,13.1,84,2823,12.5,51,2822,0.31,2363,-0.02,3255,21.3,2056.5,2.25,5962,640,1873,"S01000064",64,157500,13544.3792485674,"",69195,"dz01",119149.984554101,"dz01","S22000047","Aberdeen",1772.55758685035,"Aberdeen",1772.55758685035,"Aberdeen","dz01",10.28461,7.826934,5.713288,8.477799,9.956959,9.78547,7.447672,6.157915,2006,"Scotland","Aberdeen City","Aberdeen",641,84,557,1772.55758685035,1772.55758685035,1873,2056.5,5962,1843,13544.3792485674
"65","S01000065",100,"Aberdeen City","Aberdeen",896,681,7.57,5245,5.4,48,4908,8.1,55,4163,-0.54,4638,-1.03,5707,21.12,2087,6.15,5101,246,4363,"S01000065",65,157831,13199.2953810082,"",69196,"dz01",123903.137633206,"dz01","S22000047","Aberdeen",2136.02502933139,"Aberdeen",2136.02502933139,"Aberdeen","dz01",10.56246,7.912787,5.528002,7.738691,9.266288,8.801857,6.896406,6.008617,2006,"Scotland","Aberdeen City","Aberdeen",896,48,848,2136.02502933139,2136.02502933139,4363,2087,5101,1659,13199.2953810082
"66","S01000066",100,"Aberdeen City","Aberdeen",740,569,27.41,1802,12.8,95,2880.5,17.8,101,1717,1.08,692,-0.05,3317,41.73,553,2.89,5811,1770,207,"S01000066",66,157654,14880.4461863216,"",69197,"dz01",141379.227265784,"dz01","S22000047","Aberdeen",1577.15438569267,"Aberdeen",1577.15438569267,"Aberdeen","dz01",10.28461,7.826934,5.713288,8.477799,9.956959,9.78547,7.447672,6.157915,2006,"Scotland","Aberdeen City","Aberdeen",740,95,645,1577.15438569267,1577.15438569267,207,553,5811,1843,14880.4461863216
"67","S01000067",100,"Aberdeen City","Aberdeen",888,503,6.01,5670,4.3,38,5289,5.8,29,5064,-0.63,4887,-1.4,6145,8.17,5301,19.71,2751,124,5567,"S01000067",67,158167,8585.36718556684,"",69198,"dz01",257280.692397594,"dz01","S22000047","Aberdeen",3209.71683358711,"Aberdeen",3209.71683358711,"Aberdeen","dz01",9.096795,7.009914,5.181107,7.066013,8.443449,8.068848,6.400109,5.918695,2006,"Scotland","Aberdeen City","Aberdeen",888,38,850,3209.71683358711,3209.71683358711,5567,5301,2751,3344.5,8585.36718556684
"68","S01000068",100,"Aberdeen City","Aberdeen",770,429,4.33,6097,4,31,5387,4.4,19,5671,-0.5,4540,-1.5,6234,10.68,4701.5,5.83,5170,208,4725,"S01000068",68,157736,15452.75867708,"",69199,"dz01",144791.204785637,"dz01","S22000047","Aberdeen",1720.48576824765,"Aberdeen",1720.48576824765,"Aberdeen","dz01",10.56246,7.912787,5.528002,7.738691,9.266288,8.801857,6.896406,6.008617,2006,"Scotland","Aberdeen City","Aberdeen",770,31,739,1720.48576824765,1720.48576824765,4725,4701.5,5170,1659,15452.75867708
